reality,predict,mape,accurary
427.29,509.569924,0.19256225,0.81
421.3,501.4565751,0.190260088,0.81
798.74,569.7467027,0.286693163,0.71
668.89,605.4543016,0.094837265,0.91
577.04,673.6703602,0.167458686,0.83
655.01,645.857569,0.013972964,0.99
980.37,607.1688309,0.380673796,0.62
980.37,607.1688309,0.380673796,0.62
936.44,730.5629018,0.219850816,0.78
658.9,768.0999155,0.165730635,0.83
559.07,768.0999155,0.373888628,0.63
638.94,743.873999,0.164231382,0.84
720.88,722.3114202,0.001985657,1
720.8,772.427525,0.071625312,0.93
936.61,717.851411,0.233564225,0.77
1106.16,698.7752854,0.368287331,0.63
846.59,614.9003323,0.273673995,0.73
604.86,592.8685592,0.019825151,0.98
547.09,592.8685592,0.083676469,0.92
872.61,592.8685592,0.320580146,0.68
589.02,512.0205113,0.130724744,0.87
471.21,512.0205113,0.086607906,0.91
473.21,512.0205113,0.082015408,0.92
461.91,512.0205113,0.108485444,0.89
485.19,512.0205113,0.055298978,0.94
501.16,512.0205113,0.021670746,0.98
878.54,592.8685592,0.325166117,0.67
768.72,614.9003323,0.200098433,0.8
541.1,684.5700533,0.265145173,0.73
585.02,776.3703877,0.327083497,0.67
1048.54,880.9245942,0.159855996,0.84
954.41,897.7391977,0.059377838,0.94
610.98,923.6810726,0.511802469,0.49
549.08,896.7244389,0.633139868,0.37
565.06,896.7244389,0.586954375,0.41
1024.29,896.7244389,0.124540473,0.88
1028.29,874.6486529,0.149414413,0.85
644.93,830.2372637,0.287329266,0.71
626.96,745.4060627,0.188921243,0.81
604.99,727.3838907,0.202307295,0.8
750.96,684.4853067,0.088519619,0.91
926.46,726.9479955,0.215348752,0.78
776.71,731.6674546,0.057991458,0.94
525.12,645.4283354,0.229106367,0.77
465.22,645.4283354,0.387361539,0.61
453.24,631.3404994,0.39294965,0.61
445.26,631.3404994,0.417914251,0.58
474.56,596.3756963,0.256691875,0.74
511.21,585.7039766,0.145720891,0.85
495.25,638.5527549,0.289354376,0.71
752.75,698.6725391,0.071839868,0.93
954.41,712.8312737,0.253118394,0.75
638.94,837.3918571,0.31059545,0.69
678.87,912.9042652,0.344740915,0.66
941.95,1069.580182,0.135495708,0.86
970.57,1029.576242,0.060795452,0.94
692.85,1206.991704,0.742067842,0.26
601,1096.575963,0.824585629,0.18
776.71,970.8264534,0.249921404,0.75
892.59,1004.721391,0.125624745,0.87
664.89,1052.224204,0.582553812,0.42
798.67,984.6591075,0.232873537,0.77
1076.21,984.6591075,0.08506787,0.91
950.42,880.9685724,0.073074459,0.93
904.49,788.6148804,0.128111001,0.87
848.74,684.4853067,0.193527692,0.81
712.81,684.4853067,0.039736667,0.96
499.17,659.1826493,0.320557424,0.68
471.21,672.236928,0.426618552,0.57
437.34,658.8845055,0.506572702,0.49
483.19,646.0895198,0.337133467,0.66
840.6,646.0895198,0.231394813,0.77
782.7,646.0895198,0.174537473,0.83
796.83,633.2564548,0.205280355,0.79
840.6,635.5149429,0.24397461,0.76
664.89,623.1737745,0.062741544,0.94
670.88,660.9025231,0.014872223,0.99
698.84,707.52035,0.012421084,0.99
927.36,783.3111628,0.155332166,0.84
1098.17,798.0407793,0.273299417,0.73
752.75,798.0407793,0.060167093,0.94
587.11,783.760406,0.334946443,0.67
838.6,769.2943655,0.082644448,0.92
1078.2,733.1684302,0.320007021,0.68
1050.25,638.7415809,0.39181949,0.61
749.77,602.2779276,0.196716423,0.8
752.75,614.2052802,0.184051438,0.82
992.62,584.8197757,0.410832166,0.59
748.75,624.1428541,0.166420228,0.83
628.95,594.281905,0.05512059,0.94
894.51,556.3797323,0.378006135,0.62
533.11,533.4093386,0.000561495,1
487.19,556.3797323,0.142017965,0.86
425.29,556.3797323,0.308236103,0.69
397.34,556.3797323,0.400261067,0.6
407.37,556.3797323,0.365784747,0.63
888.52,556.3797323,0.373812934,0.63
607.05,524.9164196,0.135299531,0.86
553.08,560.6752218,0.013732592,0.99
597,620.2264619,0.038905296,0.96
601,649.7763674,0.081158681,0.92
914.48,684.2253955,0.251787469,0.75
1054.24,669.1736159,0.365254955,0.63
1016.31,682.425753,0.328525988,0.67
732.9,718.6057452,0.019503691,0.98
638.94,684.2253955,0.070875819,0.93
650.92,737.8899155,0.133610759,0.87
766.8,704.651023,0.081049787,0.92
1120.13,680.0005536,0.392927112,0.61
1019.75,680.0005536,0.333169352,0.67
800.67,650.3796634,0.187705717,0.81
652.91,650.3796634,0.003875475,1
664.89,631.5271927,0.050177935,0.95
774.71,624.1428541,0.194352914,0.81
900.5,612.0225221,0.320352557,0.68
635.96,624.1428541,0.018581587,0.98
477.27,612.0225221,0.282340231,0.72
463.23,612.0225221,0.321206576,0.68
463.23,612.0225221,0.321206576,0.68
473.21,612.0225221,0.293342326,0.71
513.14,612.0225221,0.192700865,0.81
724.92,612.0225221,0.155737844,0.84
952.41,624.1428541,0.344669991,0.66
652.91,612.0225221,0.062623452,0.94
608.99,650.3796634,0.067964438,0.93
652.91,650.3796634,0.003875475,1
1100.25,682.425753,0.379753917,0.62
904.49,669.1736159,0.260164716,0.74
608.99,704.651023,0.157081435,0.84
525.12,704.651023,0.341885708,0.66
918.65,727.5995557,0.207968698,0.79
922.46,742.0087447,0.195619599,0.8
646.92,727.5995557,0.124713343,0.88
608.99,707.1641375,0.161208127,0.84
842.6,673.3311901,0.20088869,0.8
1062.23,657.199229,0.381302327,0.62
1026.38,611.8028017,0.403921743,0.6
722.8,657.199229,0.090759229,0.91
788.83,611.8028017,0.224417426,0.78
576.7,575.1540427,0.002680696,1
481.2,611.8028017,0.271410644,0.73
459.23,611.8028017,0.332236138,0.67
463.23,638.1490805,0.37760741,0.62
467.22,670.2142285,0.434472472,0.57
